epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
252,31049.5,1.25925,2.11385,1.38793,1.3953,0,0.43221,0.39497,0.37545,0.18589,0.41834,0.42371,0.37763,0.17823,2.02808,2.17669,2.19024,2.83835,0,0.001717,0.001717,0.001717
253,31172.3,1.24231,2.14239,1.36402,1.39389,0,0.37975,0.44654,0.38405,0.19007,0.39053,0.44365,0.38829,0.18225,2.02438,2.18295,2.21837,3.01714,0,0.001684,0.001684,0.001684
254,31295.3,1.28329,2.16116,1.40689,1.41291,0,0.38921,0.44433,0.36479,0.1764,0.39867,0.44672,0.37094,0.16905,2.0434,2.18439,2.18313,3.00225,0,0.001651,0.001651,0.001651
255,31418.3,1.24553,2.13482,1.37921,1.39173,0,0.38674,0.45639,0.37477,0.1826,0.39429,0.44793,0.38273,0.17661,2.0365,2.21029,2.17682,2.92605,0,0.001618,0.001618,0.001618
256,31540.8,1.22376,2.08561,1.36732,1.37685,0,0.39561,0.46581,0.39559,0.19622,0.44978,0.43259,0.39049,0.18988,2.02367,2.17559,2.09257,2.88877,0,0.001585,0.001585,0.001585
257,31664.3,1.24917,2.12299,1.39821,1.38418,0,0.49081,0.40053,0.39831,0.19548,0.49857,0.39201,0.40157,0.19081,2.02502,2.15164,2.07192,2.87341,0,0.001552,0.001552,0.001552
258,31785.3,1.21714,2.11369,1.37375,1.38258,0,0.43889,0.37989,0.38167,0.18133,0.45121,0.38563,0.38789,0.17825,2.02595,2.16792,2.1088,2.99663,0,0.001519,0.001519,0.001519
259,31906.3,1.27063,2.15345,1.4029,1.4089,0,0.39015,0.42845,0.36275,0.1767,0.39438,0.43057,0.36168,0.17258,1.99338,2.19639,2.17736,3.00283,0,0.001486,0.001486,0.001486
260,32027.2,1.23907,2.11537,1.36381,1.38308,0,0.37081,0.44716,0.36485,0.18197,0.3829,0.46747,0.36831,0.17731,2.00309,2.17857,2.17996,3.04696,0,0.001453,0.001453,0.001453
261,32148.2,1.23986,2.10642,1.36833,1.3847,0,0.41565,0.40925,0.38095,0.19134,0.42011,0.41165,0.38182,0.18509,2.00163,2.15979,2.09562,3.05356,0,0.00142,0.00142,0.00142
262,32269.6,1.2642,2.13781,1.39564,1.39294,0,0.41534,0.4197,0.37551,0.18772,0.42286,0.41303,0.37525,0.18168,1.99711,2.17083,2.14147,3.04806,0,0.001387,0.001387,0.001387
263,32390.8,1.22177,2.10747,1.35353,1.37203,0,0.42369,0.44372,0.37888,0.18936,0.42143,0.4044,0.37681,0.18375,2.00446,2.17579,2.15632,3.07679,0,0.001354,0.001354,0.001354
264,32511.8,1.22956,2.11755,1.36853,1.38043,0,0.39484,0.42021,0.36734,0.18404,0.40977,0.43211,0.37669,0.17558,2.00098,2.17492,2.08491,2.94476,0,0.001321,0.001321,0.001321
265,32632.7,1.21614,2.03996,1.35128,1.36272,0,0.42072,0.3839,0.36971,0.18284,0.4318,0.39879,0.3744,0.17368,2.0119,2.16699,2.09976,3.03306,0,0.001288,0.001288,0.001288
266,32754.6,1.23839,2.10504,1.37029,1.38184,0,0.41355,0.41815,0.3644,0.1797,0.41765,0.4201,0.3764,0.17448,2.02341,2.1743,2.10805,3.10368,0,0.001255,0.001255,0.001255
267,32876,1.24417,2.09824,1.36461,1.38366,0,0.39639,0.40227,0.36667,0.18809,0.37371,0.46067,0.36928,0.17902,1.99208,2.16512,2.07876,2.86072,0,0.001222,0.001222,0.001222
268,32997.2,1.23929,2.14047,1.36134,1.38992,0,0.40979,0.40968,0.36028,0.18313,0.41836,0.41728,0.36391,0.17524,2.00286,2.17031,2.13183,2.89474,0,0.001189,0.001189,0.001189
269,33118.2,1.20853,2.07399,1.32184,1.37788,0,0.38413,0.44126,0.36613,0.18585,0.40762,0.41608,0.36379,0.17509,2.00793,2.15172,2.06363,3.00941,0,0.001156,0.001156,0.001156
270,33239.6,1.22662,2.10146,1.33646,1.36484,0,0.41523,0.42781,0.3686,0.18177,0.42057,0.43302,0.3665,0.17767,2.00529,2.15951,2.15117,3.1214,0,0.001123,0.001123,0.001123
271,33358.7,1.19232,2.04512,1.29595,1.35337,0,0.43888,0.40229,0.38027,0.18947,0.43929,0.40746,0.37184,0.18213,2.0022,2.17218,2.14267,2.97627,0,0.00109,0.00109,0.00109
272,33477.3,1.21224,2.07956,1.31506,1.36603,0,0.42363,0.38829,0.37656,0.18542,0.43894,0.38722,0.38246,0.18123,2.00873,2.17335,2.10404,2.97823,0,0.001057,0.001057,0.001057
273,33599.3,1.2323,2.10569,1.34749,1.37254,0,0.41737,0.39761,0.3718,0.17903,0.42461,0.4187,0.37473,0.17504,2.01996,2.15869,2.16206,3.0355,0,0.001024,0.001024,0.001024
274,33721.8,1.20755,2.06574,1.32891,1.36529,0,0.38562,0.41689,0.37615,0.18195,0.40326,0.43223,0.38784,0.1785,2.00377,2.15637,2.11496,3.00976,0,0.000991,0.000991,0.000991
275,33844,1.22497,2.11241,1.3326,1.37163,0,0.43002,0.40617,0.38507,0.18635,0.44566,0.4223,0.39145,0.17815,2.01178,2.16933,2.14967,3.08321,0,0.000958,0.000958,0.000958
276,33965.4,1.22557,2.06481,1.34587,1.37759,0,0.41568,0.41055,0.38751,0.19346,0.44001,0.41032,0.3871,0.18053,2.00123,2.15483,2.10613,2.98646,0,0.000925,0.000925,0.000925
277,34086.9,1.19795,2.08811,1.31669,1.3607,0,0.40002,0.41515,0.38603,0.19036,0.42171,0.42432,0.39073,0.18341,2.00542,2.16209,2.15416,2.99535,0,0.000892,0.000892,0.000892
